Exposure,Power,CarAge,DriverAge,Brand,Gas,Region,Density
0.81,h,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.05,h,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.16,j,8.0,30.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.71,j,8.0,30.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.87,e,0.0,73.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,174.0
0.1,i,4.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3366.0
0.84,i,4.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3366.0
0.72,e,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,965.0
0.14,e,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,965.0
0.79,f,0.0,37.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,303.0
0.05,f,0.0,37.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,303.0
0.07,f,0.0,37.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,303.0
0.75,g,1.0,61.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.81,f,0.0,62.0,Japanese (except Nissan) or Korean,Regular,Bretagne,49.0
0.05,f,0.0,62.0,Japanese (except Nissan) or Korean,Regular,Bretagne,49.0
0.87,j,0.0,31.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.69,e,8.0,46.0,"Opel, General Motors or Ford",Regular,Ile-de-France,3023.0
0.12,e,8.0,46.0,"Opel, General Motors or Ford",Regular,Ile-de-France,3023.0
0.04,e,8.0,46.0,"Opel, General Motors or Ford",Regular,Ile-de-France,3023.0
0.55,l,5.0,50.0,Japanese (except Nissan) or Korean,Diesel,Basse-Normandie,56.0
0.14,l,5.0,50.0,Japanese (except Nissan) or Korean,Diesel,Basse-Normandie,56.0
0.77,g,4.0,39.0,"Mercedes, Chrysler or BMW",Diesel,Aquitaine,30.0
0.09,g,4.0,39.0,"Mercedes, Chrysler or BMW",Diesel,Aquitaine,30.0
0.14,j,0.0,67.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.67,e,0.0,22.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1324.0
0.13,d,0.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.59,d,0.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.73,d,0.0,61.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,515.0
0.12,d,0.0,61.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,515.0
0.84,g,4.0,50.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.08,g,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,27.0
0.79,g,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,27.0
0.85,d,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,175.0
0.83,g,0.0,54.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,966.0
0.02,g,0.0,54.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,966.0
0.85,e,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,102.0
0.8,h,4.0,23.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,h,4.0,23.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.15,d,3.0,31.0,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,202.0
0.11,d,3.0,32.0,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,202.0
0.48,f,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.37,f,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.09,e,0.0,41.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.75,e,0.0,41.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.17,e,3.0,29.0,"Opel, General Motors or Ford",Diesel,Pays-de-la-Loire,63.0
0.07,e,3.0,29.0,"Opel, General Motors or Ford",Diesel,Pays-de-la-Loire,63.0
0.09,f,0.0,29.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,63.0
0.04,e,3.0,29.0,"Opel, General Motors or Ford",Diesel,Pays-de-la-Loire,63.0
0.46,f,0.0,29.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,63.0
0.74,d,6.0,26.0,Fiat,Regular,Nord-Pas-de-Calais,2308.0
0.11,d,6.0,26.0,Fiat,Regular,Nord-Pas-de-Calais,2308.0
0.24,f,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.63,f,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,f,0.0,58.0,Japanese (except Nissan) or Korean,Diesel,Poitou-Charentes,23.0
0.76,f,0.0,58.0,Japanese (except Nissan) or Korean,Diesel,Poitou-Charentes,23.0
0.85,d,0.0,41.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1784.0
0.87,d,0.0,52.0,Japanese (except Nissan) or Korean,Regular,Centre,73.0
0.85,d,0.0,46.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1846.0
0.83,j,0.0,65.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,j,0.0,65.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.09,d,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Centre,74.0
0.76,d,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Centre,74.0
0.07,g,4.0,38.0,"Mercedes, Chrysler or BMW",Diesel,Ile-de-France,532.0
0.77,g,4.0,38.0,"Mercedes, Chrysler or BMW",Diesel,Ile-de-France,532.0
0.08,i,1.0,46.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2178.0
0.64,i,1.0,46.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2178.0
0.11,i,1.0,46.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2178.0
0.78,d,0.0,58.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.06,d,0.0,58.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.84,i,8.0,24.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,208.0
0.84,g,3.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.14,d,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.09,d,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.35,d,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.25,d,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.62,j,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.22,e,0.0,51.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.82,f,9.0,46.0,Japanese (except Nissan) or Korean,Regular,Basse-Normandie,49.0
0.84,i,0.0,45.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,966.0
0.09,g,0.0,62.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.01,g,0.0,62.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.74,g,0.0,62.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.66,i,1.0,62.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.71,g,0.0,47.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,3424.5
0.13,g,0.0,47.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,3424.5
0.84,i,0.0,65.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,89.0
0.79,j,3.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.05,j,3.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.61,i,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,136.0
0.1,i,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,136.0
0.12,i,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,136.0
0.79,e,1.0,46.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,159.0
0.05,e,0.0,46.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,159.0
0.84,f,2.0,41.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,343.0
0.81,i,1.0,29.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2308.0
0.11,i,1.0,29.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2308.0
0.81,g,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.03,g,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.84,g,2.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,515.0
0.71,d,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.13,d,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.79,i,1.0,45.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,298.0
0.04,i,1.0,45.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,298.0
0.84,e,1.0,58.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,3424.5
0.08,e,0.0,46.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1489.0
0.76,e,0.0,46.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1489.0
0.74,e,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3023.0
0.08,e,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3023.0
0.01,e,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3023.0
0.79,g,9.0,23.0,"Renault, Nissan or Citroen",Regular,Ile-de-France,3424.5
0.04,g,9.0,23.0,"Renault, Nissan or Citroen",Regular,Ile-de-France,3424.5
0.78,d,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,110.0
0.06,d,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,110.0
0.66,e,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,714.0
0.17,e,0.0,43.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,714.0
0.46,f,0.0,41.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.12,f,0.0,41.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.25,f,0.0,41.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.7,o,0.0,66.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,1457.0
0.13,o,0.0,66.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,1457.0
0.07,e,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,1565.0
0.75,e,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,1565.0
0.74,f,0.0,31.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2308.0
0.09,f,0.0,31.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2308.0
0.00546448087431694,f,0.0,45.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,1472.0
0.51,f,0.0,45.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,1472.0
0.14,g,0.0,45.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,1472.0
0.17,f,0.0,45.0,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,1472.0
0.04,i,0.0,59.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.79,i,0.0,59.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.19,f,0.0,27.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1287.0
0.64,f,0.0,27.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1287.0
0.41,d,0.0,24.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1489.0
0.55,d,0.0,24.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1489.0
0.2,e,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,58.0
0.79,e,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,58.0
0.83,j,4.0,30.0,"Renault, Nissan or Citroen",Regular,Aquitaine,3075.0
0.83,e,0.0,31.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.25,j,1.0,40.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,1662.0
0.57,j,1.0,40.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,1662.0
0.35,f,3.0,28.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,2767.0
0.03,f,3.0,28.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,2767.0
0.56,f,3.0,28.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,2767.0
0.2,f,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.62,f,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.33,e,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1103.0
0.41,e,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1103.0
0.07,e,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1103.0
0.74,e,0.0,22.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1329.0
0.07,e,0.0,22.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1329.0
0.35,f,0.0,60.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.47,e,8.0,60.0,"Renault, Nissan or Citroen",Diesel,Ile-de-France,3424.5
0.75,h,2.0,49.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,211.0
0.07,h,2.0,49.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,211.0
0.3,d,1.0,27.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.01,d,1.0,27.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.5,d,1.0,27.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.2,d,1.0,35.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,82.0
0.62,d,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,82.0
0.22,f,7.0,41.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,3424.5
0.6,f,7.0,41.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,3424.5
0.68,d,10.0,24.0,"Renault, Nissan or Citroen",Regular,Ile-de-France,3064.0
0.73,e,1.0,69.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,796.0
0.08,e,1.0,69.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,796.0
0.81,e,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,1064.0
0.07,f,0.0,66.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,123.0
0.78,f,0.0,66.0,Japanese (except Nissan) or Korean,Diesel,Aquitaine,123.0
0.27,g,5.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.07,g,5.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.47,g,5.0,39.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.2,e,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,59.0
0.62,e,0.0,50.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,59.0
0.46,e,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,2887.0
0.81,d,0.0,36.0,Japanese (except Nissan) or Korean,Regular,Bretagne,285.0
0.06,d,0.0,71.0,Japanese (except Nissan) or Korean,Regular,Basse-Normandie,46.0
0.75,d,0.0,71.0,Japanese (except Nissan) or Korean,Regular,Basse-Normandie,46.0
0.42,d,0.0,53.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.39,d,0.0,53.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.09,e,0.0,51.0,Japanese (except Nissan) or Korean,Diesel,Centre,51.0
0.72,e,0.0,51.0,Japanese (except Nissan) or Korean,Diesel,Centre,51.0
0.74,e,0.0,52.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1846.0
0.1,e,0.0,52.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,1846.0
0.09,g,0.0,43.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,3424.5
0.18,f,2.0,43.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,3424.5
0.54,g,0.0,43.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,3424.5
0.06,f,2.0,43.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,3424.5
0.28,d,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,3424.5
0.6,f,10.0,38.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,3424.5
0.09,d,1.0,60.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,831.0
0.72,d,1.0,60.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,831.0
0.09,i,0.0,56.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,106.0
0.71,i,0.0,56.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,106.0
0.00546448087431694,f,0.0,75.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,137.0
0.08,f,0.0,75.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,137.0
0.72,f,0.0,75.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,137.0
0.75,e,4.0,34.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.06,e,4.0,34.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.74,i,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Basse-Normandie,108.0
0.07,i,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Basse-Normandie,108.0
0.81,f,0.0,47.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.36,n,9.0,30.0,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,1353.0
0.05,e,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.76,e,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.81,d,2.0,57.0,Japanese (except Nissan) or Korean,Regular,Centre,124.0
0.59,e,1.0,29.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.21,f,0.0,29.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.57,i,0.0,66.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2648.0
0.24,i,0.0,66.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2648.0
0.11,e,0.0,24.0,Japanese (except Nissan) or Korean,Regular,Bretagne,2103.0
0.17,e,0.0,24.0,Japanese (except Nissan) or Korean,Regular,Bretagne,2103.0
0.8,d,1.0,38.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,177.0
0.48,d,0.0,32.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.12,d,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Bretagne,3021.0
0.68,d,0.0,34.0,Japanese (except Nissan) or Korean,Regular,Bretagne,3021.0
0.65,d,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,332.0
0.15,d,0.0,48.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,332.0
0.1,e,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,283.0
0.69,e,0.0,33.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,283.0
0.04,e,0.0,65.0,Japanese (except Nissan) or Korean,Regular,Bretagne,747.0
0.76,e,0.0,65.0,Japanese (except Nissan) or Korean,Regular,Bretagne,747.0
0.02,d,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2983.0
0.18,d,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2983.0
0.07,d,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2983.0
0.51,d,0.0,49.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2983.0
0.81,d,0.0,72.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,127.0
0.2,d,2.0,29.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2537.0
0.6,d,2.0,29.0,Japanese (except Nissan) or Korean,Regular,Nord-Pas-de-Calais,2537.0
0.44,e,0.0,30.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,e,0.0,30.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.21,e,0.0,30.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.09,e,0.0,30.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.09,f,0.0,38.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3339.0
0.07,f,0.0,38.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3339.0
0.62,d,0.0,38.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3339.0
0.09,d,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,796.0
0.71,d,0.0,40.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,796.0
0.73,j,9.0,44.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,3424.5
0.07,j,9.0,44.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,3424.5
0.37,f,5.0,27.0,"Renault, Nissan or Citroen",Diesel,Ile-de-France,563.0
0.07,f,5.0,27.0,"Renault, Nissan or Citroen",Diesel,Ile-de-France,563.0
0.35,f,5.0,27.0,"Renault, Nissan or Citroen",Diesel,Ile-de-France,563.0
0.04,e,1.0,35.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3184.0
0.45,f,0.0,35.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3184.0
0.29,e,1.0,35.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3184.0
0.72,e,0.0,53.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.08,e,0.0,53.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.17,i,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.62,i,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.8,e,0.0,68.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,221.0
0.8,d,1.0,37.0,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,3424.5
0.79,e,1.0,36.0,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,208.0
0.75,h,3.0,49.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,1787.0
0.04,d,0.0,59.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,7.0
0.75,d,0.0,59.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,7.0
0.79,g,1.0,49.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.06,g,0.0,49.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.75,g,0.0,49.0,Japanese (except Nissan) or Korean,Diesel,Ile-de-France,3424.5
0.63,d,0.0,72.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,3424.5
0.16,d,0.0,72.0,Japanese (except Nissan) or Korean,Regular,Aquitaine,3424.5
0.34,e,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.45,e,0.0,37.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.24,i,0.0,69.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.55,e,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3193.0
0.22,e,0.0,45.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3193.0
0.79,f,5.0,23.0,"Volkswagen, Audi, Skoda or Seat",Regular,Basse-Normandie,1322.0
0.01,f,0.0,52.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.72,f,0.0,52.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.04,f,0.0,52.0,Japanese (except Nissan) or Korean,Regular,Ile-de-France,3424.5
0.79,f,2.0,26.0,Japanese (except Nissan) or Korean,Diesel,Limousin,539.0
0.79,d,1.0,58.0,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,43.0
0.47,g,0.0,46.0,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,3424.5
